workflow_id,ts,tool_name,tool_version,action_type,read_or_write,risk_class,approval_required,approval_status,latency_ms,status,error_type,cost_usd
056682fa-dc2b-4d82-ac92-7a13b95ee606,2026-06-11T01:01:20+00:00,address_update,1.0.2,write,write,high,True,approved,448,success,,0.03191
056682fa-dc2b-4d82-ac92-7a13b95ee606,2026-06-11T01:01:20+00:00,address_update,1.0.2,write,write,high,True,approved,244,success,,0.03838
5ebf4655-af4a-4079-a44f-ff32433ed988,2026-06-11T08:29:08+00:00,address_update,1.0.2,write,write,high,True,approved,270,success,,0.0378
5ebf4655-af4a-4079-a44f-ff32433ed988,2026-06-11T08:29:08+00:00,order_lookup,1.3.0,read,read,low,False,n/a,390,success,,0.0014
700d1155-8ceb-4b6c-8505-05a75e2c875a,2026-06-11T15:52:41+00:00,refund_issue,2.0.0,write,write,high,True,approved,210,error,downstream_5xx,0.0
69380e27-c0fe-4c93-9b28-107a67508507,2026-06-11T06:05:00+00:00,shipping_status,1.1.0,read,read,low,False,n/a,141,success,,0.00164
69380e27-c0fe-4c93-9b28-107a67508507,2026-06-11T06:05:00+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,442,success,,0.0137
7fa56d78-c283-4681-9d09-6a8fa2372788,2026-06-11T21:30:06+00:00,address_update,1.0.2,write,write,high,True,approved,369,success,,0.03033
15e2cd33-b232-4953-9111-1fdb99b0aa24,2026-06-11T00:22:55+00:00,address_update,1.0.2,write,write,high,True,approved,176,error,schema_validation_error,0.0
18e59060-5941-490b-9390-6de2282587d4,2026-06-11T18:35:03+00:00,shipping_status,1.1.0,read,read,low,False,n/a,163,success,,0.0014
30ce95b8-6efa-4e18-95a1-f1dffb2ec35a,2026-06-11T11:35:39+00:00,shipping_status,1.1.0,read,read,low,False,n/a,345,error,downstream_5xx,0.0
b76686dd-ada7-4fb1-b5af-7aea8a81583f,2026-06-11T14:17:10+00:00,order_lookup,1.3.0,read,read,low,False,n/a,346,success,,0.00151
b76686dd-ada7-4fb1-b5af-7aea8a81583f,2026-06-11T14:17:10+00:00,order_lookup,1.3.0,read,read,low,False,n/a,363,success,,0.00138
f44708cd-c7e3-4827-94b5-86729c64f2da,2026-06-11T11:35:06+00:00,refund_issue,2.0.0,write,write,high,True,approved,198,error,downstream_5xx,0.0
f44708cd-c7e3-4827-94b5-86729c64f2da,2026-06-11T11:35:06+00:00,shipping_status,1.1.0,read,read,low,False,n/a,332,success,,0.00168
dae190a7-3c44-4510-812c-5dbad9dc3dda,2026-06-11T12:42:38+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,338,success,,0.01306
dae190a7-3c44-4510-812c-5dbad9dc3dda,2026-06-11T12:42:38+00:00,refund_issue,2.0.0,write,write,high,True,auto_approved_no_review,469,success,,0.03159
dd5e88a8-03da-4029-a568-163aec626065,2026-06-11T22:47:59+00:00,shipping_status,1.1.0,read,read,low,False,n/a,362,success,,0.00168
dd5e88a8-03da-4029-a568-163aec626065,2026-06-11T22:47:59+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,300,success,,0.01379
f0732b94-fc0e-43ed-995f-b1d1c5544add,2026-06-11T15:34:00+00:00,shipping_status,1.1.0,read,read,low,False,n/a,246,success,,0.00171
f0732b94-fc0e-43ed-995f-b1d1c5544add,2026-06-11T15:34:00+00:00,address_update,1.0.2,write,write,high,True,approved,400,success,,0.03219
f0732b94-fc0e-43ed-995f-b1d1c5544add,2026-06-11T15:34:00+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,469,success,,0.01038
2c20044a-c5b4-4dcd-8af3-b9cad192b71d,2026-06-11T02:21:57+00:00,refund_issue,2.0.0,write,write,high,True,approved,564,success,,0.02987
2c20044a-c5b4-4dcd-8af3-b9cad192b71d,2026-06-11T02:21:57+00:00,shipping_status,1.1.0,read,read,low,False,n/a,573,success,,0.00167
8c380201-46a7-414c-a815-cd84e0d27050,2026-06-11T16:53:41+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,377,success,,0.01205
8c380201-46a7-414c-a815-cd84e0d27050,2026-06-11T16:53:41+00:00,address_update,1.0.2,write,write,high,True,approved,485,success,,0.03504
8c380201-46a7-414c-a815-cd84e0d27050,2026-06-11T16:53:41+00:00,address_update,1.0.2,write,write,high,True,approved,126,success,,0.03872
11f69a3e-1072-430e-bf7f-ae2c9c43f455,2026-06-11T17:11:39+00:00,address_update,1.0.2,write,write,high,True,approved,98,success,,0.03461
d721ceaf-b6bb-44a1-8992-945b20dc5e97,2026-06-11T23:33:11+00:00,address_update,1.0.2,write,write,high,True,approved,223,success,,0.03763
d721ceaf-b6bb-44a1-8992-945b20dc5e97,2026-06-11T23:33:11+00:00,shipping_status,1.1.0,read,read,low,False,n/a,355,success,,0.00128
d721ceaf-b6bb-44a1-8992-945b20dc5e97,2026-06-11T23:33:11+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,490,success,,0.01134
c1403328-2edd-4f2a-a5cc-4f174ce277c9,2026-06-11T23:08:40+00:00,refund_issue,2.0.0,write,write,high,True,approved,433,success,,0.03636
84f34375-ff81-403f-9a24-38a499a226bd,2026-06-11T22:05:00+00:00,order_lookup,1.3.0,read,read,low,False,n/a,253,success,,0.00154
604aa367-d0ac-439c-a3ff-57d2f22440d6,2026-06-11T02:09:26+00:00,address_update,1.0.2,write,write,high,True,approved,376,success,,0.03009
73797796-639c-4841-a8dd-cec262b4d861,2026-06-11T07:06:26+00:00,refund_issue,2.0.0,write,write,high,True,approved,437,success,,0.03187
20cb0733-4013-45a7-b198-513965baa81e,2026-06-11T14:56:50+00:00,shipping_status,1.1.0,read,read,low,False,n/a,167,success,,0.0013
10c2da71-17c9-488a-a21e-2deb6b3415fb,2026-06-11T20:00:43+00:00,order_lookup,1.3.0,read,read,low,False,n/a,390,success,,0.00165
10c2da71-17c9-488a-a21e-2deb6b3415fb,2026-06-11T20:00:43+00:00,refund_issue,2.0.0,write,write,high,True,approved,303,success,,0.03544
a72b20c6-4350-4865-aab6-d85c9cc30899,2026-06-11T05:25:38+00:00,refund_issue,2.0.0,write,write,high,True,approved,410,success,,0.03765
80afc412-4a91-4dd6-a3f7-2f5f6249d2d1,2026-06-11T02:17:55+00:00,refund_issue,2.0.0,write,write,high,True,approved,388,success,,0.04012
80afc412-4a91-4dd6-a3f7-2f5f6249d2d1,2026-06-11T02:17:55+00:00,shipping_status,1.1.0,read,read,low,False,n/a,282,success,,0.00143
73f7491f-3f8c-42d8-8213-d852dacdc269,2026-06-11T09:50:33+00:00,order_lookup,1.3.0,read,read,low,False,n/a,276,error,timeout,0.0
f4224fb5-2295-4437-ab91-f35eedd5be0f,2026-06-11T00:23:21+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,530,success,,0.01093
0268f176-1c95-489e-bf24-5d708ce23416,2026-06-11T04:34:59+00:00,refund_issue,2.0.0,write,write,high,True,approved,400,success,,0.03731
0268f176-1c95-489e-bf24-5d708ce23416,2026-06-11T04:34:59+00:00,address_update,1.0.2,write,write,high,True,approved,131,success,,0.03373
0268f176-1c95-489e-bf24-5d708ce23416,2026-06-11T04:34:59+00:00,shipping_status,1.1.0,read,read,low,False,n/a,337,success,,0.00142
3346bbf2-f97e-41f2-ade0-6c109ccd77eb,2026-06-11T18:25:19+00:00,shipping_status,1.1.0,read,read,low,False,n/a,269,success,,0.00168
3346bbf2-f97e-41f2-ade0-6c109ccd77eb,2026-06-11T18:25:19+00:00,address_update,1.0.2,write,write,high,True,approved,240,success,,0.03259
0b15cb46-bf28-4f8c-93c6-4eda1d2ee6ee,2026-06-11T08:50:07+00:00,shipping_status,1.1.0,read,read,low,False,n/a,289,success,,0.00169
0b15cb46-bf28-4f8c-93c6-4eda1d2ee6ee,2026-06-11T08:50:07+00:00,address_update,1.0.2,write,write,high,True,approved,379,error,schema_validation_error,0.0
28e3404b-e0ab-40c1-9150-d8a63d0fa0dd,2026-06-11T16:30:00+00:00,shipping_status,1.1.0,read,read,low,False,n/a,324,success,,0.00157
28e3404b-e0ab-40c1-9150-d8a63d0fa0dd,2026-06-11T16:30:00+00:00,address_update,1.0.2,write,write,high,True,approved,431,success,,0.03787
efc7e38c-f7a1-4dd7-8926-e8e3918a27dd,2026-06-11T19:06:54+00:00,order_lookup,1.3.0,read,read,low,False,n/a,332,success,,0.00137
efc7e38c-f7a1-4dd7-8926-e8e3918a27dd,2026-06-11T19:06:54+00:00,address_update,1.0.2,write,write,high,True,approved,332,success,,0.03249
594ab8cd-20c3-4948-aca5-2b9747f4b803,2026-06-11T13:15:01+00:00,address_update,1.0.2,write,write,high,True,approved,201,success,,0.03562
5849eb69-0f1e-4e9e-b385-7bac14e01f0a,2026-06-11T03:58:08+00:00,refund_issue,2.0.0,write,write,high,True,approved,381,success,,0.03545
5849eb69-0f1e-4e9e-b385-7bac14e01f0a,2026-06-11T03:58:08+00:00,address_update,1.0.2,write,write,high,True,approved,173,success,,0.03694
5849eb69-0f1e-4e9e-b385-7bac14e01f0a,2026-06-11T03:58:08+00:00,address_update,1.0.2,write,write,high,True,approved,289,success,,0.03169
ba60c372-593c-4eea-b818-79a590e2810d,2026-06-11T16:25:52+00:00,address_update,1.0.2,write,write,high,True,approved,465,success,,0.03051
ba60c372-593c-4eea-b818-79a590e2810d,2026-06-11T16:25:52+00:00,shipping_status,1.1.0,read,read,low,False,n/a,318,success,,0.00159
54638df8-f637-4174-b04c-864ca2e36e46,2026-06-11T15:41:47+00:00,shipping_status,1.1.0,read,read,low,False,n/a,256,success,,0.00149
54638df8-f637-4174-b04c-864ca2e36e46,2026-06-11T15:41:47+00:00,address_update,1.0.2,write,write,high,True,approved,255,success,,0.03543
0d233b10-b6db-4737-8855-dd54c1d61077,2026-06-11T16:05:23+00:00,refund_issue,2.0.0,write,write,high,True,auto_approved_no_review,185,success,,0.03623
0d233b10-b6db-4737-8855-dd54c1d61077,2026-06-11T16:05:23+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,305,success,,0.01073
616ebb72-c732-4a44-a6c0-b18078240000,2026-06-11T12:32:21+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,373,success,,0.01169
616ebb72-c732-4a44-a6c0-b18078240000,2026-06-11T12:32:21+00:00,order_lookup,1.3.0,read,read,low,False,n/a,399,success,,0.0013
4146829b-4a19-4f8d-be33-85eb34126fda,2026-06-11T05:58:42+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,241,success,,0.0122
874640f9-13dd-4975-b3fb-59869eae4bdc,2026-06-11T05:35:19+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,443,success,,0.01023
f3315d14-206b-4145-ab47-a9d5001e594d,2026-06-11T11:24:31+00:00,shipping_status,1.1.0,read,read,low,False,n/a,345,success,,0.00129
f3315d14-206b-4145-ab47-a9d5001e594d,2026-06-11T11:24:31+00:00,order_lookup,1.3.0,read,read,low,False,n/a,271,success,,0.0013
b0c11041-d834-4f86-8fe9-f9f40c2da3dc,2026-06-11T13:14:45+00:00,refund_issue,2.0.0,write,write,high,True,approved,442,success,,0.03293
b0c11041-d834-4f86-8fe9-f9f40c2da3dc,2026-06-11T13:14:45+00:00,order_lookup,1.3.0,read,read,low,False,n/a,400,success,,0.00166
8a6445ee-ae1f-4af6-9f89-96e38a937874,2026-06-11T03:51:17+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,489,success,,0.01063
8a6445ee-ae1f-4af6-9f89-96e38a937874,2026-06-11T03:51:17+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,425,error,downstream_5xx,0.0
8a6445ee-ae1f-4af6-9f89-96e38a937874,2026-06-11T03:51:17+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,376,success,,0.01104
320d1a75-329a-497f-9ff9-8d22e1b7ad7c,2026-06-11T11:55:57+00:00,order_lookup,1.3.0,read,read,low,False,n/a,299,success,,0.0017
53ea9788-0637-41e3-8d74-707d1dfdb36e,2026-06-11T03:11:16+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,484,success,,0.01325
db16ca6a-735c-42a7-afbb-7f1d18fd206f,2026-06-11T02:49:31+00:00,shipping_status,1.1.0,read,read,low,False,n/a,246,success,,0.00168
5dacda44-1a26-4b52-a66e-dad483c37f90,2026-06-11T05:32:49+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,137,success,,0.01051
862e36fa-d218-4cb7-b3ab-c8f88cc6ac1a,2026-06-11T07:55:05+00:00,order_lookup,1.3.0,read,read,low,False,n/a,330,success,,0.00146
e3130943-000f-4d9b-abe9-4725b36df0b1,2026-06-11T04:48:07+00:00,address_update,1.0.2,write,write,high,True,approved,268,error,downstream_5xx,0.0
e3130943-000f-4d9b-abe9-4725b36df0b1,2026-06-11T04:48:07+00:00,address_update,1.0.2,write,write,high,True,approved,385,success,,0.03408
26348c3f-8441-4843-aacb-934c8346d722,2026-06-11T06:52:52+00:00,order_lookup,1.3.0,read,read,low,False,n/a,357,error,downstream_5xx,0.0
26348c3f-8441-4843-aacb-934c8346d722,2026-06-11T06:52:52+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,477,success,,0.01151
be84e6ea-e643-4b78-89dc-8d768fe76a1d,2026-06-11T21:47:25+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,255,success,,0.01243
be84e6ea-e643-4b78-89dc-8d768fe76a1d,2026-06-11T21:47:25+00:00,shipping_status,1.1.0,read,read,low,False,n/a,202,success,,0.00151
82c87f72-a262-484d-9743-603f672856f0,2026-06-11T13:31:51+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,238,success,,0.01044
82c87f72-a262-484d-9743-603f672856f0,2026-06-11T13:31:51+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,297,success,,0.01359
de686c24-da08-4788-884f-f5089eb0fd4c,2026-06-11T14:03:07+00:00,refund_issue,2.0.0,write,write,high,True,approved,357,success,,0.0316
ab65a5ff-7d6e-4598-ae2d-6962440890f7,2026-06-11T15:17:55+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,285,success,,0.01049
ab65a5ff-7d6e-4598-ae2d-6962440890f7,2026-06-11T15:17:55+00:00,shipping_status,1.1.0,read,read,low,False,n/a,80,success,,0.00169
de15fba4-3a2d-49c2-985a-ef201a864f57,2026-06-11T19:00:11+00:00,address_update,1.0.2,write,write,high,True,approved,246,success,,0.03276
de15fba4-3a2d-49c2-985a-ef201a864f57,2026-06-11T19:00:11+00:00,address_update,1.0.2,write,write,high,True,approved,371,success,,0.03031
ec007581-3ad2-4f76-8b48-4281becd272e,2026-06-11T20:27:50+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,85,success,,0.01186
ec007581-3ad2-4f76-8b48-4281becd272e,2026-06-11T20:27:50+00:00,address_update,1.0.2,write,write,high,True,approved,222,success,,0.03263
ec007581-3ad2-4f76-8b48-4281becd272e,2026-06-11T20:27:50+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,335,success,,0.01284
ee70468a-256b-4447-b0ab-de1806bbe04e,2026-06-11T02:16:24+00:00,address_update,1.0.2,write,write,high,True,approved,199,success,,0.03418
ee70468a-256b-4447-b0ab-de1806bbe04e,2026-06-11T02:16:24+00:00,order_lookup,1.3.0,read,read,low,False,n/a,445,success,,0.0013
10cc1e01-f43b-40e8-9f93-8782f613d314,2026-06-11T09:40:27+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,335,success,,0.01092
69efbc3a-9dce-46fd-8cae-61a83083a7d0,2026-06-11T23:57:38+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,370,success,,0.0109
69efbc3a-9dce-46fd-8cae-61a83083a7d0,2026-06-11T23:57:38+00:00,refund_issue,2.0.0,write,write,high,True,approved,346,success,,0.03301
d1cc6605-627b-4ef7-93d6-db7820b60261,2026-06-11T09:48:53+00:00,order_lookup,1.3.0,read,read,low,False,n/a,253,success,,0.00161
94cd4be5-68c0-407c-94a3-064d626d3c3f,2026-06-11T06:29:55+00:00,address_update,1.0.2,write,write,high,True,approved,80,success,,0.03747
94cd4be5-68c0-407c-94a3-064d626d3c3f,2026-06-11T06:29:55+00:00,order_lookup,1.3.0,read,read,low,False,n/a,324,success,,0.00171
94cd4be5-68c0-407c-94a3-064d626d3c3f,2026-06-11T06:29:55+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,497,success,,0.01084
31d0bc98-95f8-4765-a7fc-62cae69465e6,2026-06-11T10:32:30+00:00,refund_issue,2.0.0,write,write,high,True,approved,317,success,,0.03373
4823cd77-1c10-4533-9a96-357faedb9f36,2026-06-11T21:13:52+00:00,address_update,1.0.2,write,write,high,True,approved,235,success,,0.03624
4823cd77-1c10-4533-9a96-357faedb9f36,2026-06-11T21:13:52+00:00,shipping_status,1.1.0,read,read,low,False,n/a,392,success,,0.00163
0c4c353b-c641-4ba4-9eb0-233b47783f19,2026-06-11T11:41:31+00:00,refund_issue,2.0.0,write,write,high,True,approved,331,success,,0.03253
3235a68c-d217-48fc-bddb-5791a6c0b9a5,2026-06-11T21:34:01+00:00,refund_issue,2.0.0,write,write,high,True,auto_approved_no_review,324,success,,0.04008
6795933b-29b9-4705-a424-24a9c147a239,2026-06-11T18:29:37+00:00,shipping_status,1.1.0,read,read,low,False,n/a,252,success,,0.00156
6795933b-29b9-4705-a424-24a9c147a239,2026-06-11T18:29:37+00:00,refund_issue,2.0.0,write,write,high,True,approved,482,success,,0.03234
6795933b-29b9-4705-a424-24a9c147a239,2026-06-11T18:29:37+00:00,refund_issue,2.0.0,write,write,high,True,approved,389,success,,0.03743
2157bbc1-18df-474f-80d5-b72446d56c36,2026-06-11T17:50:24+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,319,success,,0.0117
2157bbc1-18df-474f-80d5-b72446d56c36,2026-06-11T17:50:24+00:00,address_update,1.0.2,write,write,high,True,approved,210,success,,0.03575
2157bbc1-18df-474f-80d5-b72446d56c36,2026-06-11T17:50:24+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,463,success,,0.01189
85dcb928-63e6-4651-b5d2-cf663d28c273,2026-06-11T19:42:29+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,155,error,schema_validation_error,0.0
3c06884c-6115-4b81-be05-a915895b9aba,2026-06-11T05:36:31+00:00,order_lookup,1.3.0,read,read,low,False,n/a,255,success,,0.0016
bf470acc-c54a-4aba-aea7-d2e724ad7df1,2026-06-11T19:50:32+00:00,address_update,1.0.2,write,write,high,True,approved,205,success,,0.03388
ff0aa51d-db27-4953-b4ff-9898a60fb48f,2026-06-11T04:30:11+00:00,loyalty_credit,1.4.0,write,write,medium,True,auto_approved_no_review,581,success,,0.013
939e9107-2a0d-48ef-b861-9d25f68fe834,2026-06-11T14:05:51+00:00,order_lookup,1.3.0,read,read,low,False,n/a,374,success,,0.00138
939e9107-2a0d-48ef-b861-9d25f68fe834,2026-06-11T14:05:51+00:00,shipping_status,1.1.0,read,read,low,False,n/a,568,success,,0.0015
665c690f-0834-4b18-b354-3233c8d700f4,2026-06-11T16:26:30+00:00,refund_issue,2.0.0,write,write,high,True,approved,233,success,,0.03545
665c690f-0834-4b18-b354-3233c8d700f4,2026-06-11T16:26:30+00:00,order_lookup,1.3.0,read,read,low,False,n/a,375,success,,0.0016
571a05c9-f5f8-4d31-8ad1-7f053401cca9,2026-06-11T12:29:39+00:00,shipping_status,1.1.0,read,read,low,False,n/a,220,success,,0.0013
407279a0-0399-4e11-8b74-75c9f541eeaf,2026-06-11T03:59:42+00:00,shipping_status,1.1.0,read,read,low,False,n/a,429,success,,0.00147
407279a0-0399-4e11-8b74-75c9f541eeaf,2026-06-11T03:59:42+00:00,refund_issue,2.0.0,write,write,high,True,approved,358,success,,0.0323
fd94c370-8079-40be-8cab-7f63618aca01,2026-06-11T16:15:13+00:00,order_lookup,1.3.0,read,read,low,False,n/a,80,success,,0.00158
e97e95ca-5f0a-4601-9cb0-913dc2212de4,2026-06-11T16:54:41+00:00,order_lookup,1.3.0,read,read,low,False,n/a,368,success,,0.0013
e97e95ca-5f0a-4601-9cb0-913dc2212de4,2026-06-11T16:54:41+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,396,success,,0.01318
538bec88-382e-44f4-816e-83167dbbf65b,2026-06-11T21:50:43+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,135,success,,0.01032
c6040db1-bc37-4cd1-9776-6060525a5d0c,2026-06-11T23:35:30+00:00,address_update,1.0.2,write,write,high,True,approved,321,success,,0.03148
d9ee8bb2-618c-4c49-b8aa-577d49f759fd,2026-06-11T23:00:01+00:00,shipping_status,1.1.0,read,read,low,False,n/a,213,error,timeout,0.0
d9ee8bb2-618c-4c49-b8aa-577d49f759fd,2026-06-11T23:00:01+00:00,address_update,1.0.2,write,write,high,True,approved,174,success,,0.03016
24d341c7-acdc-470f-9fce-fce429f30553,2026-06-11T22:28:46+00:00,address_update,1.0.2,write,write,high,True,approved,207,success,,0.03632
96994902-d36c-4b03-98b8-e4edb1abb93b,2026-06-11T18:20:38+00:00,refund_issue,2.0.0,write,write,high,True,approved,441,success,,0.0301
96994902-d36c-4b03-98b8-e4edb1abb93b,2026-06-11T18:20:38+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,298,success,,0.01335
ab02753d-19e0-4e2f-b441-286cdf34d449,2026-06-11T14:52:42+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,339,success,,0.01343
ab02753d-19e0-4e2f-b441-286cdf34d449,2026-06-11T14:52:42+00:00,order_lookup,1.3.0,read,read,low,False,n/a,281,success,,0.00166
7f21f46e-23b0-4c08-9743-3120ba973cf7,2026-06-11T23:58:57+00:00,order_lookup,1.3.0,read,read,low,False,n/a,397,success,,0.00157
7f21f46e-23b0-4c08-9743-3120ba973cf7,2026-06-11T23:58:57+00:00,shipping_status,1.1.0,read,read,low,False,n/a,442,success,,0.00132
7f21f46e-23b0-4c08-9743-3120ba973cf7,2026-06-11T23:58:57+00:00,refund_issue,2.0.0,write,write,high,True,approved,434,success,,0.03354
1e526eaa-2bec-4969-8a56-f8ecfa62f415,2026-06-11T17:52:19+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,500,success,,0.01226
d8891bf5-6195-47c0-9040-9bff02f9e07f,2026-06-11T09:34:22+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,80,success,,0.01139
d8891bf5-6195-47c0-9040-9bff02f9e07f,2026-06-11T09:34:22+00:00,order_lookup,1.3.0,read,read,low,False,n/a,414,success,,0.0017
3c7020be-3e55-48d7-a289-706b3e8b128c,2026-06-11T13:29:30+00:00,order_lookup,1.3.0,read,read,low,False,n/a,143,success,,0.00133
3c7020be-3e55-48d7-a289-706b3e8b128c,2026-06-11T13:29:30+00:00,order_lookup,1.3.0,read,read,low,False,n/a,289,success,,0.00152
97d1ae70-ee57-4c66-abdb-3c5b3b8866b1,2026-06-11T15:38:28+00:00,shipping_status,1.1.0,read,read,low,False,n/a,506,success,,0.00149
3614af7e-4aca-4430-992d-e2dba66f4adb,2026-06-11T10:20:19+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,295,success,,0.01233
3213dc71-8fd1-4444-b0d0-090c3a46be0c,2026-06-11T12:05:26+00:00,refund_issue,2.0.0,write,write,high,True,approved,456,success,,0.03674
3213dc71-8fd1-4444-b0d0-090c3a46be0c,2026-06-11T12:05:26+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,260,success,,0.01315
f0599d0a-6754-4898-adb5-afbba3ddb9e2,2026-06-11T13:39:44+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,316,success,,0.01141
3532e959-4caa-4be0-b34e-361d024f802d,2026-06-11T12:32:04+00:00,refund_issue,2.0.0,write,write,high,True,approved,605,success,,0.03638
3532e959-4caa-4be0-b34e-361d024f802d,2026-06-11T12:32:04+00:00,address_update,1.0.2,write,write,high,True,approved,480,success,,0.03121
56a5340d-f4d9-49bc-a23b-dfcae30a0396,2026-06-11T09:35:51+00:00,refund_issue,2.0.0,write,write,high,True,approved,223,success,,0.03458
bb38f2b6-ba47-427d-8e4e-12c75a927309,2026-06-11T07:03:38+00:00,address_update,1.0.2,write,write,high,True,approved,80,success,,0.03022
bb38f2b6-ba47-427d-8e4e-12c75a927309,2026-06-11T07:03:38+00:00,address_update,1.0.2,write,write,high,True,approved,318,success,,0.03785
d37521ab-b9d8-4afa-a51e-47dd739f2763,2026-06-11T19:58:59+00:00,address_update,1.0.2,write,write,high,True,approved,405,success,,0.03099
85081725-e46e-4e2d-90e8-5cbaf44e44e2,2026-06-11T10:03:59+00:00,order_lookup,1.3.0,read,read,low,False,n/a,300,success,,0.00152
99b9ff73-2675-4b57-b81e-c9f8e23abe3b,2026-06-11T10:22:45+00:00,shipping_status,1.1.0,read,read,low,False,n/a,260,success,,0.00151
a3e7c7cd-75e7-4a7a-be0a-a31610f65964,2026-06-11T03:37:46+00:00,address_update,1.0.2,write,write,high,True,approved,363,success,,0.03363
a3e7c7cd-75e7-4a7a-be0a-a31610f65964,2026-06-11T03:37:46+00:00,address_update,1.0.2,write,write,high,True,approved,407,success,,0.03371
a3e7c7cd-75e7-4a7a-be0a-a31610f65964,2026-06-11T03:37:46+00:00,order_lookup,1.3.0,read,read,low,False,n/a,239,success,,0.00143
cdd1193a-2ccf-4db0-8cb0-0258cd9bf7b7,2026-06-11T20:12:44+00:00,refund_issue,2.0.0,write,write,high,True,approved,360,success,,0.03993
04fafa37-2111-40b3-9a9a-16a3e8cebad9,2026-06-11T23:19:47+00:00,address_update,1.0.2,write,write,high,True,approved,338,success,,0.04017
2fdd2e51-e565-40c7-9067-b55215b3d64a,2026-06-11T01:20:23+00:00,shipping_status,1.1.0,read,read,low,False,n/a,317,success,,0.00142
2fdd2e51-e565-40c7-9067-b55215b3d64a,2026-06-11T01:20:23+00:00,refund_issue,2.0.0,write,write,high,True,approved,217,success,,0.03964
ec5cefc8-d857-4830-805f-33f019e0f9bc,2026-06-11T21:22:10+00:00,shipping_status,1.1.0,read,read,low,False,n/a,184,success,,0.00168
a6f95479-416c-4ec0-ace9-1b6921f4e874,2026-06-11T13:21:16+00:00,shipping_status,1.1.0,read,read,low,False,n/a,340,success,,0.00172
eb0b3d63-6560-47e8-b8af-bb59728d5e24,2026-06-11T18:14:34+00:00,order_lookup,1.3.0,read,read,low,False,n/a,140,success,,0.0017
eb0b3d63-6560-47e8-b8af-bb59728d5e24,2026-06-11T18:14:34+00:00,address_update,1.0.2,write,write,high,True,approved,398,success,,0.03467
fb18f895-fe66-4421-b3f5-8a259549a020,2026-06-11T23:42:49+00:00,shipping_status,1.1.0,read,read,low,False,n/a,188,success,,0.00155
c94dc678-9afa-4aa9-a182-433801a81c35,2026-06-11T12:01:37+00:00,refund_issue,2.0.0,write,write,high,True,approved,386,success,,0.03432
c94dc678-9afa-4aa9-a182-433801a81c35,2026-06-11T12:01:37+00:00,shipping_status,1.1.0,read,read,low,False,n/a,170,success,,0.00132
be04c21c-3911-42a0-8ff6-293383aaaf8f,2026-06-11T01:21:11+00:00,address_update,1.0.2,write,write,high,True,auto_approved_no_review,193,error,schema_validation_error,0.0
be04c21c-3911-42a0-8ff6-293383aaaf8f,2026-06-11T01:21:11+00:00,address_update,1.0.2,write,write,high,True,approved,368,success,,0.03637
7ae57e84-cbad-4861-a702-d9799b760062,2026-06-11T03:44:38+00:00,refund_issue,2.0.0,write,write,high,True,approved,80,success,,0.0352
7ae57e84-cbad-4861-a702-d9799b760062,2026-06-11T03:44:38+00:00,refund_issue,2.0.0,write,write,high,True,approved,304,success,,0.03029
6738c669-fb14-4886-affb-2e6dc62eefbc,2026-06-11T15:53:35+00:00,shipping_status,1.1.0,read,read,low,False,n/a,335,success,,0.0016
