decision_id,workflow_id,ts,decision_type,actor_type,actor_name,actor_version,objective,input_facts,evidence_refs,evidence_freshness_days,groundedness_score,options_evaluated,selected_action,selection_basis,confidence,policy_evaluations,authority,tool_action,business_outcome,owner,risk_tier
DEC-20260621-25a440,25a440c5-28db-43ed-a78d-0f5c3ad311a3,2026-06-21T06:27:58+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 69.73, ""customer_tier"": ""standard"", ""claim_age_days"": 13, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:2120""]",30,0.849,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.849""]",0.85,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-82""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-0b10e2,0b10e229-07e4-4434-96a1-33e1f259f1f1,2026-06-21T04:13:54+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 165.57, ""customer_tier"": ""standard"", ""claim_age_days"": 18, ""channel"": ""ivr_handoff""}","[""returns_policy_kb"", ""returns_policy_kb:9575""]",28,0.846,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.846""]",0.82,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-65""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-95ac82,95ac82b8-f229-4025-ba8c-02c59181032d,2026-06-21T12:57:10+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 210.91, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 3, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:4621""]",29,0.769,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.77,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-26""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 210.91}",Product Owner + Responsible AI/Risk,high
DEC-20260621-e9ad8d,e9ad8d6e-9697-484f-95d6-6958c75b955c,2026-06-21T07:01:08+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 475.32, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 6, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:1056""]",16,0.85,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.85""]",0.85,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-18""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-75681c,75681cdf-f6e1-4b64-b170-e139a92c7494,2026-06-21T15:42:31+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 110.9, ""customer_tier"": ""standard"", ""claim_age_days"": 5, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:8191""]",32,0.916,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.916""]",0.88,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-38""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-c7e3cf,c7e3cf2e-fa01-4509-b95c-ddec213202a5,2026-06-21T07:29:25+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 475.18, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 30, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:2984""]",45,0.792,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.792""]",0.79,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-15""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-e29d41,e29d41ed-7b6d-4002-999b-5ec581333525,2026-06-21T09:45:52+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 43.81, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 4, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:1274""]",11,0.762,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.762""]",0.73,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""auto_approved_no_review"", ""approver_id"": ""ops-approver-14""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-75fe1d,75fe1d1a-f71c-456b-a9e0-0ba54186478b,2026-06-21T03:55:28+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 247.96, ""customer_tier"": ""standard"", ""claim_age_days"": 22, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:6331""]",17,0.866,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",decline_action,"[""preconditions_not_satisfied"", ""declined_by_policy""]",0.86,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""fail""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-30""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""blocked_policy"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-8b37b8,8b37b8e0-9996-49d4-a7e5-b041a6262698,2026-06-21T07:40:46+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 442.15, ""customer_tier"": ""standard"", ""claim_age_days"": 38, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:9157""]",28,0.856,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.856""]",0.85,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-59""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""failed"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-1d0cd6,1d0cd634-2cb5-4964-99d0-3ee44f524694,2026-06-21T23:24:19+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 474.34, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 33, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:2618""]",5,0.646,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=False"", ""order_value_below_auto_limit=False""]",0.62,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-77""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 474.34}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-97be1c,97be1c02-85d8-4626-b400-0b34318e3f32,2026-06-21T17:08:52+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 100.56, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 29, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:5665""]",8,0.585,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.585""]",0.56,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-97""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-6aa0f5,6aa0f547-afa9-46ba-852e-c580abb014df,2026-06-21T00:11:34+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 25.72, ""customer_tier"": ""standard"", ""claim_age_days"": 19, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:4581""]",19,0.699,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.72,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-457""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-bb6310,bb6310f4-427a-4574-b8bd-db1012755462,2026-06-21T10:27:13+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 319.8, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 32, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:3780""]",33,0.528,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.54,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-494""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""failed"", ""amount"": null}",Product Owner,medium
DEC-20260621-be72ea,be72ea21-280f-465b-a778-7115ad2975d1,2026-06-21T01:45:22+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 460.28, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 21, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:5691""]",32,0.648,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.64,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-55""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 460.28}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-377a00,377a0095-fb47-45f8-9ca1-3e23f43ab25e,2026-06-21T22:25:21+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 280.17, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 21, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:6585""]",0,0.98,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.98,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-71""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 280.17}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-84bc96,84bc9628-99a3-442f-b4b4-7d79218487d3,2026-06-21T11:40:13+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 195.41, ""customer_tier"": ""standard"", ""claim_age_days"": 22, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:1930""]",17,0.591,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.591""]",0.57,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-61""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-3a7677,3a7677ae-2227-4f0b-bec3-52bb1dbed336,2026-06-21T10:56:58+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 257.16, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 21, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:7966""]",40,0.8,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.81,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-324""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-eab0c7,eab0c719-6a81-4223-873f-af80e4441233,2026-06-21T22:20:04+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 363.31, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 30, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:9533""]",31,0.965,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.95,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-243""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-cfb59e,cfb59e9b-84e1-4687-a1e8-5ea754eb5abb,2026-06-21T23:08:38+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 408.97, ""customer_tier"": ""standard"", ""claim_age_days"": 8, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:2052""]",32,0.779,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.75,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-326""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner,low
DEC-20260621-70b9fb,70b9fbc1-f6f1-4e03-81e1-06e22841013b,2026-06-21T18:22:42+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 85.48, ""customer_tier"": ""standard"", ""claim_age_days"": 29, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:5016""]",18,0.751,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.751""]",0.74,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-18""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-4687b1,4687b1a7-1f44-4768-9ee4-cb34214122f8,2026-06-21T16:25:13+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 156.67, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 14, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:6781""]",38,0.791,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.791""]",0.79,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-30""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-42c6dd,42c6dd2f-bfdd-4220-9492-785c184a1ec6,2026-06-21T05:54:41+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 338.73, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 9, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:1467""]",42,0.865,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.84,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-85""}","{""tool"": ""refund_issue"", ""result"": ""error""}","{""outcome"": ""resolved"", ""amount"": 338.73}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-3675de,3675decc-e811-48d1-9c2d-55ba704c2936,2026-06-21T07:26:54+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 124.82, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 37, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:7153""]",18,0.67,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.66,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-451""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner,medium
DEC-20260621-9a5661,9a5661d3-906c-4c97-a128-52b8125a0c83,2026-06-21T10:12:20+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 406.21, ""customer_tier"": ""standard"", ""claim_age_days"": 29, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:6356""]",36,0.657,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.657""]",0.65,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-30""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260621-b8e48e,b8e48e1c-23b4-41a4-a0c8-ad04aa6bf0d8,2026-06-21T12:56:43+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 413.81, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 17, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:7167""]",12,0.884,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.87,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-46""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 413.81}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-7ef17c,7ef17cb9-3530-4d18-bd27-058cc23af4fe,2026-06-21T20:54:35+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 182.95, ""customer_tier"": ""standard"", ""claim_age_days"": 23, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:4684""]",10,0.626,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.64,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-33""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 182.95}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-05881a,05881ac0-569f-4974-bd5e-7572da9f0383,2026-06-21T14:58:39+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 137.73, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 10, ""channel"": ""ivr_handoff""}","[""returns_policy_kb"", ""returns_policy_kb:3376""]",5,0.926,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.95,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-79""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 137.73}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-851233,85123309-f537-491d-bfb3-780f4829db35,2026-06-21T08:27:40+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 38.49, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 35, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:1844""]",39,0.742,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.742""]",0.73,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""auto_approved_no_review"", ""approver_id"": ""ops-approver-73""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-bfd2f9,bfd2f95d-02d2-46e9-81f8-73e6175b611a,2026-06-21T05:24:54+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 424.32, ""customer_tier"": ""standard"", ""claim_age_days"": 9, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:3896""]",12,0.686,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.686""]",0.68,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-15""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-75bfd0,75bfd0d2-d99b-48f2-a06c-3c5cf50cdc67,2026-06-21T19:44:40+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 110.0, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 14, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:1597""]",17,0.556,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.556""]",0.55,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-30""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-5df382,5df382cf-0283-4879-bba3-ebcf906293b3,2026-06-21T02:32:42+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 129.65, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 27, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:7413""]",9,0.563,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.563""]",0.58,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-16""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
