workflow_id,ts,policy_name,policy_version,evaluator,score,threshold,allow_block_escalate,reason_code,reviewer_id
116f6d4b-8897-482c-a772-424b24a15e84,2026-06-02T23:43:10+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.017,0.75,allow,,
116f6d4b-8897-482c-a772-424b24a15e84,2026-06-02T23:43:10+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.18,0.8,allow,,
116f6d4b-8897-482c-a772-424b24a15e84,2026-06-02T23:43:10+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.025,0.6,allow,,
66b9793b-9144-4bab-9da8-d4ffaa850f0d,2026-06-02T00:19:23+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.951,0.75,block,prompt_injection_detected,
aad2d5cf-173d-4b4f-b806-c9bb0250b257,2026-06-02T14:16:37+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.126,0.75,allow,,
aad2d5cf-173d-4b4f-b806-c9bb0250b257,2026-06-02T14:16:37+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.154,0.8,allow,,
aad2d5cf-173d-4b4f-b806-c9bb0250b257,2026-06-02T14:16:37+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.087,0.6,allow,,
6011e3af-1420-4d58-ad79-1d0d7784dcf6,2026-06-02T20:00:42+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.035,0.75,allow,,
6011e3af-1420-4d58-ad79-1d0d7784dcf6,2026-06-02T20:00:42+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.09,0.8,allow,,
6011e3af-1420-4d58-ad79-1d0d7784dcf6,2026-06-02T20:00:42+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.069,0.6,allow,,
02b47962-a085-41ca-9c52-1830e11b757e,2026-06-02T03:15:24+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.033,0.75,allow,,
02b47962-a085-41ca-9c52-1830e11b757e,2026-06-02T03:15:24+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.09,0.8,allow,,
02b47962-a085-41ca-9c52-1830e11b757e,2026-06-02T03:15:24+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.03,0.6,allow,,
eb6ef32a-7a9a-4aa6-843f-af306f55e0d9,2026-06-02T23:34:17+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.006,0.75,allow,,
eb6ef32a-7a9a-4aa6-843f-af306f55e0d9,2026-06-02T23:34:17+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.108,0.8,allow,,
eb6ef32a-7a9a-4aa6-843f-af306f55e0d9,2026-06-02T23:34:17+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.025,0.6,allow,,
9f632b24-241e-4d05-9f4c-a1980f2e7807,2026-06-02T00:31:38+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.126,0.75,allow,,
9f632b24-241e-4d05-9f4c-a1980f2e7807,2026-06-02T00:31:38+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.167,0.8,allow,,
9f632b24-241e-4d05-9f4c-a1980f2e7807,2026-06-02T00:31:38+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.04,0.6,allow,,
0c2009fa-f8d7-490a-b739-aed592313dad,2026-06-02T20:05:10+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.127,0.75,allow,,
0c2009fa-f8d7-490a-b739-aed592313dad,2026-06-02T20:05:10+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.166,0.8,allow,,
0c2009fa-f8d7-490a-b739-aed592313dad,2026-06-02T20:05:10+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.051,0.6,allow,,
8fc89abd-dc97-4ec1-95de-db469d9fa699,2026-06-02T12:23:17+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.127,0.75,allow,,
8fc89abd-dc97-4ec1-95de-db469d9fa699,2026-06-02T12:23:17+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.15,0.8,allow,,
8fc89abd-dc97-4ec1-95de-db469d9fa699,2026-06-02T12:23:17+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.009,0.6,allow,,
5b99f747-8cc2-4155-a7b9-f0b29f75330a,2026-06-02T11:32:53+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.091,0.75,allow,,
5b99f747-8cc2-4155-a7b9-f0b29f75330a,2026-06-02T11:32:53+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.069,0.8,allow,,
5b99f747-8cc2-4155-a7b9-f0b29f75330a,2026-06-02T11:32:53+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.019,0.6,allow,,
5ad1e33e-99d0-4f74-b483-44dce5845210,2026-06-02T22:46:40+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.149,0.75,allow,,
5ad1e33e-99d0-4f74-b483-44dce5845210,2026-06-02T22:46:40+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.172,0.8,allow,,
5ad1e33e-99d0-4f74-b483-44dce5845210,2026-06-02T22:46:40+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.067,0.6,allow,,
08f05fd1-f85d-41c3-8651-c565b472c449,2026-06-02T09:11:20+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.088,0.75,allow,,
08f05fd1-f85d-41c3-8651-c565b472c449,2026-06-02T09:11:20+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.139,0.8,allow,,
08f05fd1-f85d-41c3-8651-c565b472c449,2026-06-02T09:11:20+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.022,0.6,allow,,
1846d0f5-cc23-4b63-b2e2-9df37b44ae79,2026-06-02T00:59:38+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.07,0.75,allow,,
1846d0f5-cc23-4b63-b2e2-9df37b44ae79,2026-06-02T00:59:38+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.142,0.8,allow,,
1846d0f5-cc23-4b63-b2e2-9df37b44ae79,2026-06-02T00:59:38+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.068,0.6,allow,,
5f2ab0b9-b911-48ff-8d5f-eba90b0ed184,2026-06-02T03:43:09+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.063,0.75,allow,,
5f2ab0b9-b911-48ff-8d5f-eba90b0ed184,2026-06-02T03:43:09+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.183,0.8,allow,,
5f2ab0b9-b911-48ff-8d5f-eba90b0ed184,2026-06-02T03:43:09+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.002,0.6,allow,,
fc471dd1-fa4f-4741-a5c2-dd0cf4dc4df9,2026-06-02T23:43:46+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.038,0.75,allow,,
fc471dd1-fa4f-4741-a5c2-dd0cf4dc4df9,2026-06-02T23:43:46+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.071,0.8,allow,,
fc471dd1-fa4f-4741-a5c2-dd0cf4dc4df9,2026-06-02T23:43:46+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.072,0.6,allow,,
f1cc82ed-5a57-446d-bb50-78d5c04312ec,2026-06-02T22:36:04+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.062,0.75,allow,,
f1cc82ed-5a57-446d-bb50-78d5c04312ec,2026-06-02T22:36:04+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.188,0.8,allow,,
f1cc82ed-5a57-446d-bb50-78d5c04312ec,2026-06-02T22:36:04+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.01,0.6,allow,,
c78861e4-ec20-4263-8b91-f6bb5b074e26,2026-06-02T09:11:19+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.119,0.75,allow,,
c78861e4-ec20-4263-8b91-f6bb5b074e26,2026-06-02T09:11:19+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.122,0.8,allow,,
c78861e4-ec20-4263-8b91-f6bb5b074e26,2026-06-02T09:11:19+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.021,0.6,allow,,
0b5d9d60-ff40-48e2-8cc5-ec8a1205939f,2026-06-02T00:25:56+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.139,0.75,allow,,
0b5d9d60-ff40-48e2-8cc5-ec8a1205939f,2026-06-02T00:25:56+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.092,0.8,allow,,
0b5d9d60-ff40-48e2-8cc5-ec8a1205939f,2026-06-02T00:25:56+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.014,0.6,allow,,
5aa651ae-31a8-411a-afbe-084117c8d911,2026-06-02T01:40:36+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.071,0.75,allow,,
5aa651ae-31a8-411a-afbe-084117c8d911,2026-06-02T01:40:36+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.182,0.8,allow,,
5aa651ae-31a8-411a-afbe-084117c8d911,2026-06-02T01:40:36+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.08,0.6,allow,,
96c86ec1-be24-4429-a123-6037c1ce09e6,2026-06-03T08:31:23+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.023,0.75,allow,,
96c86ec1-be24-4429-a123-6037c1ce09e6,2026-06-03T08:31:23+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.165,0.8,allow,,
96c86ec1-be24-4429-a123-6037c1ce09e6,2026-06-03T08:31:23+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.087,0.6,allow,,
7b038ede-9c15-4cb8-96f4-81c6c7b9ba47,2026-06-03T20:53:41+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.086,0.75,allow,,
7b038ede-9c15-4cb8-96f4-81c6c7b9ba47,2026-06-03T20:53:41+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.191,0.8,allow,,
7b038ede-9c15-4cb8-96f4-81c6c7b9ba47,2026-06-03T20:53:41+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.008,0.6,allow,,
43b85c38-6727-4d3c-9c06-46cdebcf0ca1,2026-06-03T00:16:18+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.141,0.75,allow,,
43b85c38-6727-4d3c-9c06-46cdebcf0ca1,2026-06-03T00:16:18+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.164,0.8,allow,,
43b85c38-6727-4d3c-9c06-46cdebcf0ca1,2026-06-03T00:16:18+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.057,0.6,allow,,
b597519c-5ba6-4269-82c4-8f96368a3354,2026-06-03T05:32:09+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.029,0.75,allow,,
b597519c-5ba6-4269-82c4-8f96368a3354,2026-06-03T05:32:09+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.072,0.8,allow,,
b597519c-5ba6-4269-82c4-8f96368a3354,2026-06-03T05:32:09+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.088,0.6,allow,,
84b877b8-2310-4bde-bc4a-8302f8fb5b14,2026-06-03T00:03:49+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.091,0.75,allow,,
84b877b8-2310-4bde-bc4a-8302f8fb5b14,2026-06-03T00:03:49+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.029,0.8,allow,,
84b877b8-2310-4bde-bc4a-8302f8fb5b14,2026-06-03T00:03:49+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.09,0.6,allow,,
bf8128c6-e815-4331-bd4d-0bbd7e8d4128,2026-06-03T20:13:17+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.016,0.75,allow,,
bf8128c6-e815-4331-bd4d-0bbd7e8d4128,2026-06-03T20:13:17+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.075,0.8,allow,,
bf8128c6-e815-4331-bd4d-0bbd7e8d4128,2026-06-03T20:13:17+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.051,0.6,allow,,
84f1a4f3-6201-44cf-8ca2-9d222a44848a,2026-06-03T07:41:14+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.122,0.75,allow,,
84f1a4f3-6201-44cf-8ca2-9d222a44848a,2026-06-03T07:41:14+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.198,0.8,allow,,
84f1a4f3-6201-44cf-8ca2-9d222a44848a,2026-06-03T07:41:14+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.095,0.6,allow,,
84f1a4f3-6201-44cf-8ca2-9d222a44848a,2026-06-03T07:41:14+00:00,high_risk_action_approval,1.0,policy_engine,0.0,1.0,bypass,approval_bypassed,
14cb58c7-abdf-46f9-a8bb-97385faf3d5a,2026-06-03T06:06:01+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.099,0.75,allow,,
14cb58c7-abdf-46f9-a8bb-97385faf3d5a,2026-06-03T06:06:01+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.025,0.8,allow,,
14cb58c7-abdf-46f9-a8bb-97385faf3d5a,2026-06-03T06:06:01+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.048,0.6,allow,,
cf4ce2d6-5283-4c9b-90b8-3f924964b6c8,2026-06-03T10:17:55+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.052,0.75,allow,,
cf4ce2d6-5283-4c9b-90b8-3f924964b6c8,2026-06-03T10:17:55+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.044,0.8,allow,,
cf4ce2d6-5283-4c9b-90b8-3f924964b6c8,2026-06-03T10:17:55+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.086,0.6,allow,,
8692f2c8-1f80-4d2c-9ae5-58f822a7d3bb,2026-06-03T05:25:38+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.027,0.75,allow,,
8692f2c8-1f80-4d2c-9ae5-58f822a7d3bb,2026-06-03T05:25:38+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.149,0.8,allow,,
8692f2c8-1f80-4d2c-9ae5-58f822a7d3bb,2026-06-03T05:25:38+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.017,0.6,allow,,
617a615f-c628-4393-8b88-b5516df3910a,2026-06-03T06:26:38+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.124,0.75,allow,,
617a615f-c628-4393-8b88-b5516df3910a,2026-06-03T06:26:38+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.171,0.8,allow,,
617a615f-c628-4393-8b88-b5516df3910a,2026-06-03T06:26:38+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.063,0.6,allow,,
a6918426-6e31-4594-9aed-51d3dc1b8e66,2026-06-03T11:03:06+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.084,0.75,allow,,
a6918426-6e31-4594-9aed-51d3dc1b8e66,2026-06-03T11:03:06+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.087,0.8,allow,,
a6918426-6e31-4594-9aed-51d3dc1b8e66,2026-06-03T11:03:06+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.052,0.6,allow,,
2f9d386d-5507-4b7b-8ce4-20361af046d1,2026-06-03T21:41:08+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.079,0.75,allow,,
2f9d386d-5507-4b7b-8ce4-20361af046d1,2026-06-03T21:41:08+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.191,0.8,allow,,
2f9d386d-5507-4b7b-8ce4-20361af046d1,2026-06-03T21:41:08+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.032,0.6,allow,,
f9b36216-aa8e-4c67-9cb7-f6886235afc6,2026-06-03T02:01:10+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.066,0.75,allow,,
f9b36216-aa8e-4c67-9cb7-f6886235afc6,2026-06-03T02:01:10+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.09,0.8,allow,,
f9b36216-aa8e-4c67-9cb7-f6886235afc6,2026-06-03T02:01:10+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.002,0.6,allow,,
22fea40c-95bd-46cb-9219-2ecbf1c4dba1,2026-06-03T21:49:35+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.044,0.75,allow,,
22fea40c-95bd-46cb-9219-2ecbf1c4dba1,2026-06-03T21:49:35+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.191,0.8,allow,,
22fea40c-95bd-46cb-9219-2ecbf1c4dba1,2026-06-03T21:49:35+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.072,0.6,allow,,
b68f5210-301a-448e-b8cf-759bb7c5e616,2026-06-03T11:24:39+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.137,0.75,allow,,
b68f5210-301a-448e-b8cf-759bb7c5e616,2026-06-03T11:24:39+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.179,0.8,allow,,
b68f5210-301a-448e-b8cf-759bb7c5e616,2026-06-03T11:24:39+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.084,0.6,allow,,
3778c367-82c5-45c0-af84-ad9cda8d849f,2026-06-03T21:10:13+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.048,0.75,allow,,
3778c367-82c5-45c0-af84-ad9cda8d849f,2026-06-03T21:10:13+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.188,0.8,allow,,
3778c367-82c5-45c0-af84-ad9cda8d849f,2026-06-03T21:10:13+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.033,0.6,allow,,
51f35fee-52ef-40ca-aba0-86045dcb6ce7,2026-06-03T15:13:57+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.124,0.75,allow,,
51f35fee-52ef-40ca-aba0-86045dcb6ce7,2026-06-03T15:13:57+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.041,0.8,allow,,
51f35fee-52ef-40ca-aba0-86045dcb6ce7,2026-06-03T15:13:57+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.047,0.6,allow,,
404bac58-b5ea-466e-9f37-d2235e4c058c,2026-06-03T05:33:40+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.011,0.75,allow,,
404bac58-b5ea-466e-9f37-d2235e4c058c,2026-06-03T05:33:40+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.033,0.8,allow,,
404bac58-b5ea-466e-9f37-d2235e4c058c,2026-06-03T05:33:40+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.084,0.6,allow,,
3a2e3463-1b03-452d-81b7-a699d2e14c7c,2026-06-03T14:03:27+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.047,0.75,allow,,
3a2e3463-1b03-452d-81b7-a699d2e14c7c,2026-06-03T14:03:27+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.071,0.8,allow,,
3a2e3463-1b03-452d-81b7-a699d2e14c7c,2026-06-03T14:03:27+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.089,0.6,allow,,
01397721-8ac8-41b9-afa6-160ce9addabb,2026-06-03T03:51:12+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.118,0.75,allow,,
01397721-8ac8-41b9-afa6-160ce9addabb,2026-06-03T03:51:12+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.024,0.8,allow,,
01397721-8ac8-41b9-afa6-160ce9addabb,2026-06-03T03:51:12+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.066,0.6,allow,,
4e118b94-bae3-44c5-a0a2-3e96e35880f7,2026-06-03T12:01:06+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.089,0.75,allow,,
4e118b94-bae3-44c5-a0a2-3e96e35880f7,2026-06-03T12:01:06+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.126,0.8,allow,,
4e118b94-bae3-44c5-a0a2-3e96e35880f7,2026-06-03T12:01:06+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.015,0.6,allow,,
27fe8bb6-9ec1-4968-9856-7c84c7ee34a5,2026-06-03T14:21:21+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.026,0.75,allow,,
27fe8bb6-9ec1-4968-9856-7c84c7ee34a5,2026-06-03T14:21:21+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.099,0.8,allow,,
27fe8bb6-9ec1-4968-9856-7c84c7ee34a5,2026-06-03T14:21:21+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.036,0.6,allow,,
a43709b3-732c-443a-b641-19053020b93a,2026-06-03T14:30:47+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.136,0.75,allow,,
a43709b3-732c-443a-b641-19053020b93a,2026-06-03T14:30:47+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.096,0.8,allow,,
a43709b3-732c-443a-b641-19053020b93a,2026-06-03T14:30:47+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.08,0.6,allow,,
a93cddfc-9a70-4e97-b95e-c515669cf750,2026-06-03T16:37:47+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.041,0.75,allow,,
a93cddfc-9a70-4e97-b95e-c515669cf750,2026-06-03T16:37:47+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.013,0.8,allow,,
a93cddfc-9a70-4e97-b95e-c515669cf750,2026-06-03T16:37:47+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.06,0.6,allow,,
f2d253f3-f19d-4a8b-be29-7e4b55f111fc,2026-06-03T00:50:45+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.046,0.75,allow,,
f2d253f3-f19d-4a8b-be29-7e4b55f111fc,2026-06-03T00:50:45+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.113,0.8,allow,,
f2d253f3-f19d-4a8b-be29-7e4b55f111fc,2026-06-03T00:50:45+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.073,0.6,allow,,
da5c4850-932e-4a36-9ac6-1c8d21c9f235,2026-06-03T05:51:14+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.025,0.75,allow,,
da5c4850-932e-4a36-9ac6-1c8d21c9f235,2026-06-03T05:51:14+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.045,0.8,allow,,
da5c4850-932e-4a36-9ac6-1c8d21c9f235,2026-06-03T05:51:14+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.023,0.6,allow,,
64421c1d-58de-4bec-8f60-a6723863bda9,2026-06-03T23:34:49+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.11,0.75,allow,,
64421c1d-58de-4bec-8f60-a6723863bda9,2026-06-03T23:34:49+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.048,0.8,allow,,
64421c1d-58de-4bec-8f60-a6723863bda9,2026-06-03T23:34:49+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.036,0.6,allow,,
d051ff43-e2f2-4f88-9200-e5d8c91e0df9,2026-06-03T21:53:45+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.011,0.75,allow,,
d051ff43-e2f2-4f88-9200-e5d8c91e0df9,2026-06-03T21:53:45+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.082,0.8,allow,,
d051ff43-e2f2-4f88-9200-e5d8c91e0df9,2026-06-03T21:53:45+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.059,0.6,allow,,
d051ff43-e2f2-4f88-9200-e5d8c91e0df9,2026-06-03T21:53:45+00:00,high_risk_action_approval,1.0,policy_engine,0.0,1.0,bypass,approval_bypassed,
164b94fa-5791-493a-aaee-354444ceb8ce,2026-06-03T02:09:10+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.117,0.75,allow,,
164b94fa-5791-493a-aaee-354444ceb8ce,2026-06-03T02:09:10+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.095,0.8,allow,,
164b94fa-5791-493a-aaee-354444ceb8ce,2026-06-03T02:09:10+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.06,0.6,allow,,
2ef896ac-428c-49d0-96d5-4abf60ba59f8,2026-06-03T19:26:24+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.126,0.75,allow,,
2ef896ac-428c-49d0-96d5-4abf60ba59f8,2026-06-03T19:26:24+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.014,0.8,allow,,
2ef896ac-428c-49d0-96d5-4abf60ba59f8,2026-06-03T19:26:24+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.043,0.6,allow,,
134a5cf7-a178-41de-b513-e9783eddc0de,2026-06-03T17:04:17+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.036,0.75,allow,,
134a5cf7-a178-41de-b513-e9783eddc0de,2026-06-03T17:04:17+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.075,0.8,allow,,
134a5cf7-a178-41de-b513-e9783eddc0de,2026-06-03T17:04:17+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.05,0.6,allow,,
8946762f-5766-40b0-ae8e-6c8cb3ab410d,2026-06-03T20:51:18+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.11,0.75,allow,,
8946762f-5766-40b0-ae8e-6c8cb3ab410d,2026-06-03T20:51:18+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.093,0.8,allow,,
8946762f-5766-40b0-ae8e-6c8cb3ab410d,2026-06-03T20:51:18+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.034,0.6,allow,,
4a5d2d17-ab75-4c1e-a54b-6e3c25b2d862,2026-06-03T23:10:12+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.01,0.75,allow,,
4a5d2d17-ab75-4c1e-a54b-6e3c25b2d862,2026-06-03T23:10:12+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.186,0.8,allow,,
4a5d2d17-ab75-4c1e-a54b-6e3c25b2d862,2026-06-03T23:10:12+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.096,0.6,allow,,
a521a1bd-6a05-437b-9690-b852d8dad762,2026-06-03T20:06:30+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.137,0.75,allow,,
a521a1bd-6a05-437b-9690-b852d8dad762,2026-06-03T20:06:30+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.153,0.8,allow,,
a521a1bd-6a05-437b-9690-b852d8dad762,2026-06-03T20:06:30+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.033,0.6,allow,,
1adcd134-5a6f-4753-bddd-a1519b23d87e,2026-06-03T04:50:13+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.072,0.75,allow,,
1adcd134-5a6f-4753-bddd-a1519b23d87e,2026-06-03T04:50:13+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.011,0.8,allow,,
1adcd134-5a6f-4753-bddd-a1519b23d87e,2026-06-03T04:50:13+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.02,0.6,allow,,
5d025c66-07c8-466e-902e-10739e5e03b1,2026-06-03T17:57:28+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.055,0.75,allow,,
5d025c66-07c8-466e-902e-10739e5e03b1,2026-06-03T17:57:28+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.041,0.8,allow,,
